Title,Rating,Reviews,Price,Image URL,Product URL,Brand
"Redmi 13C 5G (Startrail Silver, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",4.0,,13999.0,https://m.media-amazon.com/images/I/81Z1scL6HvL._AC_UY218_.jpg,https://www.amazon.in/Redmi-Startrail-Storage-MediaTek-Dimensity/dp/B0CNX82VVQ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-13,Redmi
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,4GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update",4.2,21.0,15999.0,https://m.media-amazon.com/images/I/81oKOk65TgL._AC_UY218_.jpg,https://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0DGX92NBH/ref=sr_1_14?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-14,Samsung
"Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wireless FM Radio | Black",3.9,,5899.0,https://m.media-amazon.com/images/I/61RBrScYUSL._AC_UY218_.jpg,https://www.amazon.in/Nokia-2660-keypad-inbuilt-Wireless/dp/B0B9YK24TF/ref=sr_1_15?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-15,Nokia
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,4GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update",4.2,21.0,15999.0,https://m.media-amazon.com/images/I/81scQ7qlPuL._AC_UY218_.jpg,https://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0DGXB3RTG/ref=sr_1_16?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-16,Samsung
SHIVANSH Super Mini Smartphone 4G Android 10.0-2000mAh 3inch Display Sized Small Mobile Phone (2GB RAM 16GB ROM)-Color Depend ON Stock,,,14999.0,https://m.media-amazon.com/images/I/31aeb1TCQZL._AC_UY218_.jpg,https://www.amazon.in/SHIVANSH-Smartphone-Android-10-0-2000mAh-Display/dp/B0DDTXD731/ref=sr_1_17?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-17,SHIVANSH
"realme NARZO N65 5G (Deep Green 4GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim 190g Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box",4.1,912.0,13999.0,https://m.media-amazon.com/images/I/717sEAdy02L._AC_UY218_.jpg,https://www.amazon.in/realme-Storage-Chipset-Comfort-Display/dp/B0D3GY8SC1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-18,realme
"realme NARZO N65 5G (Amber Gold 4GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box",4.1,912.0,13999.0,https://m.media-amazon.com/images/I/71AUNTs39lL._AC_UY218_.jpg,https://www.amazon.in/realme-Storage-Chipset-Comfort-Display/dp/B0D3GZ7G25/ref=sr_1_19?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-19,realme
"realme NARZO 70x 5G (Ice Blue, 6GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box",4.0,,17999.0,https://m.media-amazon.com/images/I/71w-mmKgIfL._AC_UY218_.jpg,https://www.amazon.in/realme-Storage-Display-Dimensity-Charger/dp/B0CZS3B3PY/ref=sr_1_20?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBID_cftDp0afCxSRg3FN_lte0G94MITi_Qqe0tsDvHlPB4oHW5gGjcG4BN_MtrEeege04I3TvjYe8K1evh-FRCBr8neVzhz6SOfo9C3Aqvu2fsK2sKb5PjcoOIWvtfd8ASiiC3_D3nuCqwzvfXSFjG4Gb1IkZMLshnvcf_1WzsTHsrplSf6l3Fbxqu4wFenIgy_hFpJXKWqy0_MworQgsJd6M.ZHRqlm3-PeJEkmTdTyNB7l3dlzbCZvNlzOH0EVelHW8&dib_tag=se&keywords=phone&qid=1728053141&sr=8-20,realme
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,4GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update",4.2,21.0,15999.0,https://m.media-amazon.com/images/I/81scQ7qlPuL._AC_UY218_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzgxNjYyNDIzNTEwMDk6MTcyODA1MzI3MTpzcF9hdGZfbmV4dDozMDAzNDU3NDk0ODExMzI6OjA6Og&url=%2FSamsung-Storage-MediaTek-Dimensity-Security%2Fdp%2FB0DGXB3RTG%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1728053271%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Samsung
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",3.9,,17999.0,https://m.media-amazon.com/images/I/81Q9jpYOFdL._AC_UY218_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzgxNjYyNDIzNTEwMDk6MTcyODA1MzI3MTpzcF9hdGZfbmV4dDozMDAyOTU3ODAxNDU3MzI6OjA6Og&url=%2FRedmi-Orchid-Largest-Display-Segment%2Fdp%2FB0D78W2HF5%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1728053271%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Redmi
"Redmi 13C 5G (Startrail Silver, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",4.0,,17999.0,https://m.media-amazon.com/images/I/81Z1scL6HvL._AC_UY218_.jpg,https://www.amazon.in/Redmi-Startrail-Storage-MediaTek-Dimensity/dp/B0CNX7K9NC/ref=sr_1_19?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-19,Redmi
POCO C65 (Pastel Green 4GB RAM 128GB Storage),4.0,,10999.0,https://m.media-amazon.com/images/I/51NkHXXapeL._AC_UY218_.jpg,https://www.amazon.in/POCO-Pastel-Green-128GB-Storage/dp/B0CY299SKS/ref=sr_1_20?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-20,POCO
"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",4.0,,13999.0,https://m.media-amazon.com/images/I/81nMsYgIHdL._AC_UY218_.jpg,https://www.amazon.in/Redmi-Starlight-Storage-MediaTek-Dimensity/dp/B0CNX89QR8/ref=sr_1_21?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-21,Redmi
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",3.9,,17999.0,https://m.media-amazon.com/images/I/81Q9jpYOFdL._AC_UY218_.jpg,https://www.amazon.in/Redmi-Orchid-Largest-Display-Segment/dp/B0D78W2HF5/ref=sr_1_22?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-22,Redmi
POCO C65 (Matte Black 4GB RAM 128GB Storage),4.0,,10999.0,https://m.media-amazon.com/images/I/51PQfSwIqyL._AC_UY218_.jpg,https://www.amazon.in/POCO-C65-Matte-Black-128GB/dp/B0CQG9N4Z3/ref=sr_1_23?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-23,POCO
"realme NARZO N63 (Twilight Purple,4GB RAM+128GB Storage) 45W Fast Charge | 5000mAh Durable Battery | 7.74mm Ultra Slim | 50MP AI Camera | AI Boost",3.9,629.0,10999.0,https://m.media-amazon.com/images/I/71ej8uLNzCL._AC_UY218_.jpg,https://www.amazon.in/realme-Twilight-Storage-5000mAh-Durable/dp/B0D54F4B44/ref=sr_1_24?dib=eyJ2IjoiMSJ9.RwDj8Ps_xevvBqig-pZI-DdwyQdhAyJ70E-Po6YvRq5jTtm-F_43J-7Q3ydYX4eIwlEgh3PB_z775e3INldGcK8UOwcpKE1E-5eUYpG3TC9KqS3n8E74KKg4CmKqm336s9XKuza3UzKbMqU1KK6wou_y3y8ihSluGWz84zhocKbvkDfl9LF3U98iCgXPAYWETo4YHS8GCVedwAospnKxbvXilJ0v4Wl-aH4B1CcuyfA.W8W6CgZrNwFVAGIu3Qqxkso2MYixof23xrLHLqufbQg&dib_tag=se&keywords=phone&qid=1728053271&sr=8-24,realme
